eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1004548,ISC,1286812,1983,3,23,22,15,36.909999,1.25,20,38.1485,8.58,10.1,90,10,,4.14,0.3
1004549,ISC,1286822,1983,3,23,23,31,9.759999,0.29,21.564,38.0351,2.45,2.9,90,50.5,4.7,3.45,0.3
1004550,ISC,1286827,1983,3,23,23,32,48.63,0.43,19.9891,38.0862,4.2,3.329,0,10,,4.14,0.3
1004551,ISC-GEM,581300,1983,3,23,23,51,8.31,,20.387,38.198,4.1,3.3,21.3,20,3.7,6.17,0.1
1004552,ISC,1286842,1983,3,24,0,13,6.059999,0.81,19.9095,38.1075,6.736,6.3,90,10,,4.28,0.3
1004553,ISC,1286846,1983,3,24,0,18,44.299999,1.24,20.013,38.147,9.201,9.3,90,10,,3.87,0.3
1004554,ISC,1286854,1983,3,24,0,37,17.1,2.11,19.9404,38.0717,7.439,8.3,90,3.5,13.4,3.73,0.3
1004555,ISC,1286868,1983,3,24,1,11,49.729999,0.42,20.1193,38.1264,4.6,2.879,0,10,,4.42,0.3
1004556,ISC,1286873,1983,3,24,1,27,9.3,1.37,20.0854,38.1701,11.69,8.6,90,10,,4.01,0.3
1004557,ISC,1286878,1983,3,24,1,29,28.649999,0.93,19.9232,38.1743,7.4,7.8,90,10,,3.87,0.3
1004558,ISC,1286893,1983,3,24,2,5,8.269999,0.94,20.1348,38.3216,3.6,2.228,0,27.6,9,4.7,0.3
1004559,ISC,1286902,1983,3,24,2,17,1.919999,1.12,20.1847,38.1233,5.011,4.9,90,5.6,6.9,3.45,0.3
1004560,ISC,1286905,1983,3,24,2,25,5.379999,0.59,20.1235,38.1735,4.662,5.2,90,0,,4.01,0.3
1004561,ISC,1286907,1983,3,24,2,28,23.309999,1.98,20.5794,39.2656,20.08,14.9,90,10,,3.18,0.3
1004562,EHB,11267355,1983,3,24,2,36,5.459999,,20.173,38.277,75,49,24,39.1,5.5,5.01,0.2
1004563,ISC,1286923,1983,3,24,2,56,37.579999,1.48,20.1877,38.1787,5.2,3.679,0,8.3,11,4.14,0.3
1004564,ISC,1286927,1983,3,24,2,58,17.42,1.12,19.7854,38.0889,8.099,10,90,10,,3.87,0.3
1004565,ISC,1286943,1983,3,24,3,54,17.789999,1.59,20.1743,38.1222,6.3,4.83,0,4.5,11.3,4.14,0.3
1004566,EHB,11267356,1983,3,24,4,17,33.1,,20.371,38.1,39,26,15,23.2,3,5.39,0
1004567,ISC,1286961,1983,3,24,5,24,29.35,1.06,20.2246,38.1305,4.9,3.587,0,11,7.3,4.28,0.3
1004568,ISC,1286963,1983,3,24,5,29,3.96,0.48,20.1534,38.0993,4.9,3.762,0,10,,3.73,0.3
1004569,ISC,1286978,1983,3,24,6,46,42.969999,1.19,20.1873,38.2472,3.715,4.6,90,7.1,8.7,3.73,0.3
1004570,ISC,1287015,1983,3,24,8,50,22.019999,1.72,20.2288,38.1358,6.056,6.1,90,3.8,12.1,3.73,0.3
1004571,ISC,1287037,1983,3,24,10,24,57.46,2.36,20.0837,38.1422,17.15,15.7,90,10,,3.59,0.3
1004572,ISC,1287045,1983,3,24,10,47,9.339999,1.39,20.142,38.175,4.7,3.247,0,4.5,10,4.88,0.2
1004573,ISC,1287054,1983,3,24,10,55,57.03,0.27,29.3538,37.1133,2.903,3.2,90,10,,4.68,0.2
1004574,ISC,1287066,1983,3,24,11,16,20.859999,0.56,20.0904,38.1946,5.6,3.882,0,10,,3.73,0.3
1004575,EHB,11267361,1983,3,24,12,50,59.5,,20.276,38.084,66,44,25,16.6,6,5.48,0.2
1004576,EHB,11267362,1983,3,24,14,7,3.97,,20.227,38.21,70,49,34,3.5,,5.01,0.2
1004577,ISC,1287120,1983,3,24,14,19,27.37,1.66,20.1695,38.141,5.7,4.452,0,3.4,11.8,3.87,0.3
1004578,ISC,1287161,1983,3,24,18,0,24.69,0.78,20.1605,38.1402,6.253,6.9,90,10,,3.87,0.3
1004579,ISC,1287179,1983,3,24,18,45,3.189999,1.27,20.1561,38.1359,4.8,3.382,0,7.8,9.2,4.14,0.3
1004580,ISC,1287184,1983,3,24,19,29,47.439999,1.22,20.4764,38.1264,9.755,6.9,90,10,,3.45,0.3
1004581,EHB,11267364,1983,3,24,19,35,56.2,,20.165,38.194,61,44,30,13.1,7.3,5.14,0.2
1004582,ISC,1287199,1983,3,24,19,55,27.17,0.96,20.1729,38.1626,8.248,6.2,90,10,,3.87,0.3
1004583,ISC,1287209,1983,3,24,20,37,20.089999,1.15,20.2745,38.1308,8.834,6.3,90,10,,4.01,0.3
1004584,ISC,1287227,1983,3,24,22,3,18.739999,0.68,20.2203,38.1394,3.7,2.698,0,21.5,6.5,4.42,0.3
1004585,ISC,1287253,1983,3,25,1,41,51.67,0.93,20.2353,38.1076,5,3.8,0,10.5,5.4,3.59,0.3
1004586,ISC,1287287,1983,3,25,6,0,37.899999,0.91,20.1145,38.1742,7.8,6.085,0,10,,3.87,0.3
1004587,ISC,1287293,1983,3,25,6,14,15.97,1.08,20.1725,38.2665,10.3,7.38,0,10,,3.59,0.3
1004588,ISC,1287301,1983,3,25,7,35,20.91,0.92,20.228,38.0953,6.43,6.4,90,10,,4.14,0.3
1004589,ISC,1287328,1983,3,25,10,16,13.06,1.01,20.1757,38.1862,7.7,5.211,0,20.4,9.3,4.01,0.3
1004590,ISC,1287348,1983,3,25,11,0,3.279999,0.38,20.1421,38.1366,4,2.674,0,10,,4.42,0.3
1004591,ISC,1287372,1983,3,25,13,7,11.08,1.5,20.2393,38.0125,6.6,5.082,0,4.3,9.6,3.87,0.3
1004592,ISC,1287383,1983,3,25,15,56,9.16,1.25,20.3839,38.2478,8.537,6.1,90,5,6.5,4.01,0.3
1004593,EHB,11267371,1983,3,25,18,56,41.71,,20.282,38.178,51,38,25,26.9,5.3,5.55,0.2
1004594,ISC,1287400,1983,3,25,19,10,48.21,1.09,20.3421,38.1383,8.148,8.1,90,10,,3.18,0.3
1004595,ISC,1287408,1983,3,25,20,1,52.89,0.88,20.0596,38.0256,6.255,7.3,90,10,,3.73,0.3
1004596,EHB,11267372,1983,3,25,20,20,49.28,,20.197,38.271,67,47,28,37.8,4.8,5.01,0.2
1004597,ISC,1287424,1983,3,25,20,31,5.94,1.42,21.5138,39.2948,3.722,3.4,90,4.9,12,3.18,0.3
1004598,EHB,11267373,1983,3,25,20,43,15.019999,,20.344,38.105,89,59,24,30.6,,4.74,0.2
1004599,EHB,11267374,1983,3,25,21,0,53.409999,,20.3,38.12,58,43,28,34.9,5,5.01,0.2
1004600,ISC,1287448,1983,3,25,21,8,38.359999,0.36,20.1768,38.1039,2.833,3.6,90,10,,4.01,0.3
1004601,ISC,1287453,1983,3,25,21,12,35.99,0.58,20.2057,38.1818,5.6,4.174,0,10,,3.73,0.3
1004602,ISC,1287461,1983,3,25,21,55,59.95,2.15,20.1669,38.1679,7.886,9.9,90,4.5,15.1,3.59,0.3
1004603,ISC,1287471,1983,3,25,23,46,9.8,0.93,20.4402,38.2071,7.842,7.2,90,36.4,8.5,3.59,0.3
1004604,ISC,1287480,1983,3,26,1,29,36.939999,0.98,20.1483,37.9863,4.9,3.247,0,6.3,6,3.73,0.3
1004605,ISC,1287492,1983,3,26,3,27,19.03,0.69,20.1576,38.1653,5.4,3.2,0,20.2,6.6,4.42,0.3
1004606,ISC,1287552,1983,3,26,14,3,37.57,1.07,20.1552,38.0943,4.9,3.636,0,2.3,6.9,4.14,0.3
1004607,ISC,1287561,1983,3,26,16,15,39.13,0.5,24.4578,37.3129,4.557,5,90,19,,3.59,0.3
1004608,EHB,11267381,1983,3,26,17,17,27.53,,20.184,38.25,81,55,32,15,,4.94,0.2
1004609,ISC,1287602,1983,3,26,21,14,52.57,1.63,20.1737,38.0926,7.7,5.076,0,6.6,11.2,3.87,0.3
1004610,ISC,1287632,1983,3,27,4,50,18.57,1.17,19.9648,37.8446,7.9,4.777,0,19.8,8.7,3.73,0.3
1004611,ISC,1287642,1983,3,27,5,35,13.289999,1.1,20.0438,37.7506,9.4,5.978,0,10,,3.59,0.3
1004612,ISC,1287688,1983,3,27,12,38,53.179999,0.93,19.9457,37.9373,8,5,0,10,,3.18,0.3
1004613,ISC,1287701,1983,3,27,15,34,25.16,1.19,20.1363,38.1138,4.548,5.8,90,10.5,7.8,3.32,0.3
1004614,ISC,1287710,1983,3,27,16,47,25.699999,6.41,26.3104,33.8557,60.6,12.5,0,51.7,22.2,3.04,0.3
1004615,ISC,1287742,1983,3,27,20,14,7.9,1.24,20.2232,38.2008,5.171,5.8,90,13,8,3.59,0.3
1004616,ISC,1287745,1983,3,27,21,0,3.569999,0.88,20.2895,38.171,7.681,6.7,90,10,,3.59,0.3
1004617,ISC,1287949,1983,3,29,3,33,30.039999,2.05,20.2254,38.0228,13.45,10.4,90,10,,3.59,0.3
1004618,ISC,1287974,1983,3,29,6,26,31.969999,0.7,20.2071,38.2493,4.1,3.165,0,25.1,6.5,4.7,0.3
1004619,ISC,1288035,1983,3,29,17,21,41.28,0.68,20.145,38.0926,5,3.565,0,20.5,4.6,3.45,0.3
1004620,ISC,1288224,1983,3,31,7,20,1.209999,0.65,20.1631,38.1238,4,2.675,0,19.1,5.8,4.28,0.3
1004621,ISC,1278820,1983,4,1,12,42,45.07,0.29,20.8079,38.8447,2.298,2.8,90,41.2,4.2,4.42,0.3
1004622,ISC,1278843,1983,4,1,17,55,53.03,0.96,20.2769,37.9927,6.982,6,90,10,,3.18,0.3
1004623,ISC,1279082,1983,4,3,8,52,1.84,0.93,20.0175,38.061,6.858,7.6,90,10,,3.32,0.3
1004624,ISC,1279133,1983,4,3,17,39,30.089999,1.02,20.2348,37.9839,8.2,5.8,90,2,,3.45,0.3
1004625,ISC,1279398,1983,4,5,10,58,10.57,1.04,20.1063,38.1712,9.8,7.602,0,10,,3.87,0.3
1004626,ISC,1279725,1983,4,7,1,51,51.99,0.55,22.4339,38.7241,1.865,2.1,90,12.3,4.4,3.04,0.3
1004627,ISC,1280169,1983,4,8,12,35,14.4,0.38,22.398,38.6926,1.936,2.2,90,9.9,3.1,3.73,0.3
1004628,ISC,1280537,1983,4,10,12,32,45.46,1.02,20.4275,38.1403,7.079,8.8,90,10,,3.87,0.3
1004629,ISC,1280741,1983,4,11,17,23,7.019999,0.53,21.9318,37.9454,3.4,2.405,0,15.8,5.3,4.28,0.3
1004630,ISC,1281201,1983,4,14,5,59,23.829999,0.21,30.9464,37.1034,3.166,2.4,90,101.2,2.9,4.28,0.3
1004631,ISC,1281234,1983,4,14,9,36,28.339999,0.64,27.0296,36.5726,6.288,6.1,90,10,,4.7,0.3
1004632,ISC,1281389,1983,4,15,3,29,20.969999,1.39,20.2086,38.2085,4.133,4.7,90,6.3,9.7,4.01,0.3
1004633,ISC,1281493,1983,4,15,15,53,19.62,0.82,20.1266,38.1326,5.4,4.074,0,17.2,8.1,3.73,0.3
1004634,ISC,1281759,1983,4,17,15,17,9.099999,0.94,23.6013,35.54,9.8,7.633,0,89.3,5.5,4.42,0.3
1004635,ISC,1281791,1983,4,17,18,4,33.84,0.69,20.2025,38.0345,5.1,3.623,0,27,4.8,3.73,0.3
1004636,ISC,1282017,1983,4,19,10,23,40.45,1.36,20.1703,38.1837,4.5,3.325,0,0.3,9.8,4.42,0.3
1004637,ISC,1282210,1983,4,20,22,52,42.38,0.35,26.2266,35.4814,3.5,2.304,0,77.3,3.9,4.42,0.3
1004638,ISC,1282420,1983,4,22,2,46,19.449999,1.1,20.1529,38.0783,3.086,3.9,90,6.7,7.6,3.73,0.3
1004639,ISC,1282612,1983,4,23,6,54,2.529999,0.8,20.2274,38.0406,6.8,4.978,0,10,,3.32,0.3
1004640,ISC,1282620,1983,4,23,8,58,39.509999,0.24,26.4271,36.2449,3.2,1.855,0,136.2,2.1,4.28,0.3
1004641,ISC,1282652,1983,4,23,15,1,35.31,0.47,20.806,37.4948,3.475,3.5,90,10,,2.63,0.3
1004642,ISC,1282660,1983,4,23,16,9,22.32,0.95,23.2251,35.6596,7.524,8.8,90,66,,3.18,0.3
1004643,ISC,1282693,1983,4,23,21,33,46.329999,0.83,20.1057,37.9726,3.3,2.318,0,10.9,5.8,3.59,0.3
1004644,ISC,1283282,1983,4,27,14,22,21.559999,2.45,20.3998,38.0941,12.14,11.5,90,6.8,12.5,3.18,0.3
1004645,ISC,1283558,1983,4,29,22,34,28.019999,0.65,20.3974,38.3822,5.4,4,0,13.8,7.1,3.18,0.3
1004646,ISC,1273025,1983,5,1,9,18,10.46,0.76,23.7042,38.4778,3.531,3,90,2,6.9,2.35,0.3
1004647,ISC,1273414,1983,5,3,4,37,50.2,0.2,23.0158,39.362,2.312,1.9,90,10,,4.01,0.3
1004648,ISC,1273677,1983,5,3,22,54,31.269999,0.47,20.1714,38.2097,5.1,3.159,0,11,,3.45,0.3
1004649,ISC,1273693,1983,5,4,0,41,32.479999,0.69,24.6452,34.753,5.7,3.122,0,57.2,4.9,4.34,0.2
1004650,ISC,1274050,1983,5,6,1,56,16.55,0.57,25.9843,38.3872,7.3,6,90,5,,3.73,0.3
1004651,ISC,1274058,1983,5,6,2,49,21.8,2,20.2916,37.176,16.9,10.49,0,5,,3.04,0.3
1004652,ISC,1274321,1983,5,7,22,8,37.52,1.3,20.3055,38.4804,4.3,2.912,0,3.2,10.9,3.59,0.3
1004653,EHB,11267640,1983,5,8,3,38,53.89,,24.213,35.82,61,41,31,75.2,4.2,4.7,0.3
1004654,EHB,11267647,1983,5,8,22,44,49.689999,,22.218,38.118,77,53,16,22.4,5.9,4.56,0.3
1004655,ISC,1274624,1983,5,9,9,3,53.03,1.04,20.4368,38.4768,5.856,6.9,90,22.7,11.6,4.07,0.2
1004656,ISC,1275208,1983,5,13,7,48,40.42,0.88,20.0203,38.0291,4.1,2.639,0,13.6,6,4.14,0.3
1004657,ISC,1275285,1983,5,13,23,48,49.579999,1.1,20.2934,38.4928,3.5,2.3,0,3,8.6,4.56,0.3
1004658,EHB,11267683,1983,5,13,23,50,35.159999,,20.412,38.568,62,37,19,38.3,4.6,5.35,0.2
1004659,ISC,1275304,1983,5,14,0,17,54.96,0.84,20.3891,38.4915,4.3,2.951,0,21,8.4,4.42,0.3
1004660,ISC,1275317,1983,5,14,1,2,22.1,1.53,20.2376,38.325,8.8,6.527,0,13.2,12.3,3.59,0.3
1004661,EHB,11267684,1983,5,14,1,19,21.859999,,20.384,38.509,76,45,21,15.9,11,4.68,0.2
1004662,ISC,1275333,1983,5,14,1,27,18.199999,0.42,20.3518,38.5009,3.545,4.3,90,10,,3.73,0.3
1004663,ISC,1275354,1983,5,14,2,26,48.31,0.55,21.7004,39.7393,1.646,1.6,90,8,4.4,3.45,0.3
1004664,ISC,1275363,1983,5,14,2,33,46.659999,0.5,20.3182,38.5011,3.882,4.8,90,10,,3.45,0.3
1004665,ISC,1275373,1983,5,14,3,41,57.67,1.01,22.1895,38.131,3.7,2.415,0,3.9,8,3.87,0.3
1004666,ISC,1275461,1983,5,14,15,37,41.009999,1.7,20.3218,38.4461,6.54,8,90,9,15.1,3.18,0.3
1004667,EHB,11267688,1983,5,14,23,13,49.52,,20.418,38.468,55,36,20,16.6,5.1,5.4,0
1004668,EHB,11267689,1983,5,14,23,26,1.08,,20.36,38.46,62,40,22,9.2,9,5.28,0.2
1004669,ISC,1275558,1983,5,15,0,36,3.94,1.23,20.2365,38.3824,8.2,4.9,0,3.9,12.2,3.87,0.3
1004670,ISC,1275712,1983,5,15,21,36,1.169999,0.57,20.3525,38.4983,6,4.516,0,10,,3.73,0.3
1004671,ISC,1275730,1983,5,15,23,7,13.349999,0.99,20.3424,38.3441,3.6,2.384,0,9.9,7.7,4.01,0.3
1004672,EHB,11267699,1983,5,17,10,17,55.64,,22.921,35.07,92,48,20,47.4,6.5,4.74,0.2
1004673,ISC,1276149,1983,5,18,16,48,27.35,0.56,24.0627,38.6401,1.836,1.8,90,11.2,4.7,3.18,0.3
1004674,ISC,1276387,1983,5,20,16,49,6.9,0.99,20.1422,38.0698,5.9,3.669,0,2.2,6.8,3.59,0.3
1004675,ISC,1276984,1983,5,24,16,2,23.079999,0.9,20.2221,37.8911,7.7,5.5,0,10,,4.14,0.3
1004676,ISC,1276997,1983,5,24,19,3,12.16,1.06,20.8127,37.9732,5,3.445,0,11.3,7.2,4.34,0.2
1004677,ISC,1277952,1983,5,28,2,40,15.21,0.96,26.8905,40.0165,2.213,2.5,90,8.6,7.5,4.28,0.3
1004678,ISC,1277986,1983,5,28,6,8,18.75,1.29,20.3229,38.3852,5.714,6.5,90,7.8,11,3.45,0.3
1004679,ISC,1278222,1983,5,29,5,9,17.719999,1.23,20.304,38.2186,4.7,3.19,0,11.1,8.8,4.56,0.3
1004680,ISC,1278724,1983,5,31,23,11,4.769999,0.81,21.6476,35.9746,7,4.475,0,53.2,6.4,4.28,0.3
1004681,ISC,1268597,1983,6,1,14,44,32.409999,0.77,26.5477,38.4431,2.608,3.1,90,22.1,7.3,4.47,0.2
1004682,ISC,1268664,1983,6,1,23,35,46.6,0.46,21.7009,36.0245,3.9,2.523,0,55.6,3.9,4.56,0.3
1004683,ISC,1268774,1983,6,2,17,51,25.309999,0.8,19.9185,37.9422,4.6,3.099,0,10.5,6.3,3.59,0.3
1004684,ISC,1269015,1983,6,4,9,47,31.75,1.16,24.9803,34.6392,10.6,4.188,0,49,8.7,3.87,0.3
1004685,ISC,1269028,1983,6,4,11,10,5.78,1.55,23.3221,41.7803,31.8,9.649,0,0,,4.7,0.3
1004686,ISC,1269048,1983,6,4,11,54,58.429999,2.09,20.4348,38.597,7,4.775,0,4.3,18.8,3.45,0.3
1004687,ISC,1269284,1983,6,6,4,3,7.57,0.41,22.0843,38.349,4.2,3.8,90,12,,3.04,0.3
1004688,ISC,1269808,1983,6,10,2,39,42.53,0.67,20.3579,38.4955,4.4,2.919,0,21.7,7.8,4.28,0.3
1004689,ISC,1269892,1983,6,10,22,55,37.659999,0.45,23.6411,38.756,2.3,2.4,90,6.8,3.9,3.04,0.3
1004690,ISC,1270030,1983,6,11,23,31,30.66,0.85,21.584,39.2848,2.206,2,90,11.7,7,4.7,0.3
1004691,ISC,1270395,1983,6,14,3,55,59.13,0.25,28.4384,36.4354,2.591,2.9,90,93.5,3.1,3.87,0.3
1004692,ISC,1270411,1983,6,14,4,40,42.82,0.15,23.9991,40.4668,1.636,1.6,90,12,,4.14,0.3
1004693,ISC,1270581,1983,6,15,9,25,43.829999,1.23,20.2,37.9128,6.895,8.1,90,28.1,6.9,3.87,0.3
1004694,ISC,1270949,1983,6,18,13,28,0.89,0.8,21.026,37.0684,6.8,4.6,0,46.2,7.6,4.14,0.3
1004695,ISC,1271089,1983,6,19,14,18,3.229999,0.21,24.9178,38.7745,1.879,2,90,10,,2.76,0.3
1004696,ISC,1271232,1983,6,20,10,25,38.469999,1.13,20.1692,38.0021,4.499,5,90,5.8,7.4,4.56,0.3
1004697,ISC,1271441,1983,6,21,9,21,35.329999,1.03,20.2413,38.1023,3.793,4.4,90,8.7,6.9,3.59,0.3
1004698,ISC,1271600,1983,6,21,18,51,3.49,0.72,20.0638,38.0278,7.1,4.632,0,10,,3.59,0.3
1004699,ISC,1272057,1983,6,24,14,47,48.409999,0.23,29.4962,37.8393,2.33,2.9,90,0,,4.68,0.2
1004700,ISC,1272163,1983,6,25,5,33,49.34,0.67,29.3481,37.7946,7.381,6.5,90,10,,3.87,0.3
1004701,ISC,1272478,1983,6,27,5,50,14.57,0.36,23.796,36.3335,3.279,3.8,90,71,,5.66,0.3
1004702,ISC,1272831,1983,6,30,1,21,39.32,1.46,24.0722,34.9476,15.7,6.229,0,61,5.3,3.87,0.3
1004703,ISC,1263937,1983,7,1,11,34,2.049999,0.25,21.2486,38.8729,2.374,3,90,58.3,5.8,3.73,0.3
1004704,EHB,11267992,1983,7,2,16,16,47.35,,20.791,40.826,45,38,21,11.7,6.3,5.01,0.2
1004705,EHB,11267993,1983,7,2,16,38,52.039999,,20.811,40.842,47,38,23,15,7.4,5.14,0.2
1004706,ISC,1264247,1983,7,3,10,57,7.75,1.11,20.2869,38.0716,6.298,6.8,90,20.1,8.4,3.32,0.3
1004707,ISC,1264269,1983,7,3,13,39,44.75,1.21,20.1758,38.064,3.732,4.3,90,4,8.1,4.94,0.2
1004708,ISC,1264365,1983,7,4,10,20,49.679999,1.56,25.5427,35.5842,18.2,12.91,0,30,,4.01,0.3
1004709,ISC,1264376,1983,7,4,11,35,37.75,0.97,25.4751,34.05,7.3,4.176,0,35.7,7.7,4.61,0.2
1004710,ISC,1264395,1983,7,4,18,13,12.9,2.52,26.6927,35.0136,24.2,9.853,0,26.2,14.4,3.59,0.3
1004711,ISC-GEM,571502,1983,7,5,12,1,30.339999,,27.266,40.323,4.3,3.3,34.7,15,3.7,6.08,0.1
1004712,ISC,1264635,1983,7,5,17,30,43.109999,0.94,27.1643,40.264,2.549,2.8,90,4.3,7.6,3.87,0.3
1004713,ISC,1265059,1983,7,7,21,31,10.72,1.17,30.5406,36.6889,5.252,6.3,90,7.4,6.8,4.7,0.3
1004714,ISC,1265099,1983,7,8,2,55,1.11,0.27,27.1842,40.2288,2.626,2.8,90,17,,3.45,0.3
1004715,ISC,1265290,1983,7,9,14,39,51.149999,0.84,22.3127,36.2062,7.2,5.689,0,67.4,5.3,3.32,0.3
1004716,ISC,1265807,1983,7,13,20,9,59.369999,1.07,26.6187,38.2061,2.9,2.161,0,9.5,7.9,4.42,0.3
1004717,EHB,11268067,1983,7,14,2,54,21.589999,,22.004,35.819,39,28,24,33.9,3.4,5.31,0
1004718,ISC,1266908,1983,7,20,23,44,25.94,0.34,22.0566,38.362,2.791,3.4,90,10,,3.18,0.3
1004719,ISC,1267603,1983,7,25,10,29,55.13,0.61,21.3919,39.3383,5.909,5,90,0,,2.63,0.3
1004720,ISC,1267690,1983,7,25,23,38,58.67,2.82,20.4901,36.6803,20.19,17.2,90,33,,2.49,0.3
1004721,ISC,1267881,1983,7,27,3,3,33.64,1.6,20.028,37.8233,6.999,8.8,90,2.8,7.7,2.63,0.3
1004722,ISC,1268082,1983,7,29,2,26,53.289999,1.21,20.2887,37.8837,4.6,3.102,0,10.9,8.7,3.73,0.3
1004723,ISC,1259665,1983,8,4,20,39,15.06,0.54,27.5938,37.8417,5.891,5.2,90,0,,4.7,0.3
1004724,ISC,1259861,1983,8,6,9,5,5,0.52,24.9316,38.8469,1.76,2.1,90,19.9,6.4,2.76,0.3
1004725,ISC-GEM,569584,1983,8,6,15,43,56.409999,,24.763,40.171,3.8,3.1,13.3,15,3.6,6.65,0.1
1004726,ISC,1259908,1983,8,6,16,3,3.35,0.63,24.3816,39.6853,8.7,5.7,90,30,,3.18,0.3
1004727,ISC,1259911,1983,8,6,16,8,27.269999,0.92,24.8081,40.1734,4.485,3.8,90,20.4,10.7,3.18,0.3
1004728,ISC,1259923,1983,8,6,16,17,34.329999,0.4,24.8307,40.1458,3.776,4.4,90,10,,3.18,0.3
1004729,ISC,1259928,1983,8,6,16,19,23.269999,0.72,24.5702,39.8769,4.888,4,90,19.6,5.4,3.32,0.3
1004730,ISC,1259932,1983,8,6,16,27,41.979999,0.36,24.8601,40.0541,3.605,3.7,90,10,,3.18,0.3
1004731,ISC,1259944,1983,8,6,16,36,33.92,0.67,24.1866,39.7684,6.272,6.7,90,10,,3.04,0.3
1004732,ISC,1259952,1983,8,6,16,46,22.96,2.05,24.5507,39.8488,2.411,2.2,90,6.9,15.8,4.28,0.3
1004733,ISC,1259958,1983,8,6,16,59,34.469999,0.9,24.6513,39.9687,2.8,2.6,90,10.5,7.4,2.9,0.3
1004734,ISC,1259959,1983,8,6,17,1,15.789999,1.61,24.2011,40.7962,24.79,15.2,90,0,,3.18,0.3
1004735,ISC,1259966,1983,8,6,17,12,3,0.32,24.8469,40.1033,3.534,3.2,90,12,,3.04,0.3
1004736,ISC,1259975,1983,8,6,17,15,44.799999,0.52,24.4517,39.8702,6.539,4.9,90,37.9,16.9,3.73,0.3
1004737,ISC,1260002,1983,8,6,17,55,51.439999,0.53,24.5174,39.9121,1.918,1.8,90,8,4.2,3.45,0.3
1004738,ISC,1260012,1983,8,6,18,24,18.44,0.95,24.5264,39.8883,2.141,1.9,90,10.8,7.5,3.32,0.3
1004739,ISC,1260032,1983,8,6,18,46,44.679999,0.46,24.6185,39.9692,2,1.9,90,18.2,5.3,3.73,0.3
1004740,ISC,1260037,1983,8,6,18,58,35.38,0.17,24.7968,40.1078,1.8,1.8,90,7,,3.87,0.3
1004741,ISC,1260111,1983,8,6,21,22,47.89,1.07,24.8576,40.1179,5.429,5.3,90,21.5,12.7,2.76,0.3
1004742,ISC,1260177,1983,8,6,23,54,7.19,0.17,25.0025,40.2146,1.856,1.7,90,13,,3.45,0.3
1004743,ISC,1260215,1983,8,7,1,44,10.73,0.72,24.7637,40.0861,1.982,1.8,90,2.8,5.5,5.08,0.2
1004744,ISC,1260249,1983,8,7,3,4,23.399999,0.97,24.8187,40.1113,1.713,1.6,90,15.5,11.3,3.59,0.3
1004745,ISC,1260254,1983,8,7,3,15,28.16,0.92,24.7808,40.0953,1.56,1.5,90,7.1,7.4,3.59,0.3
1004746,ISC,1260343,1983,8,7,10,39,11.039999,0.39,24.8225,40.0133,3.86,4,90,10,,3.04,0.3
1004747,ISC,1260361,1983,8,7,12,5,33.479999,0.45,22.2785,38.2894,3.8,4.3,90,10,,3.04,0.3
1004748,ISC,1260415,1983,8,7,19,49,24.01,0.47,21.8809,38.3396,4.102,4.4,90,2,,4.27,0.2
1004749,ISC,1260423,1983,8,7,20,45,24.62,0.58,23.8299,39.3869,2.52,2,90,2.2,4.8,4.01,0.3
1004750,ISC,1260480,1983,8,8,1,56,42.57,0.2,24.765,40.0624,1.99,2,90,10,,3.73,0.3
1004751,ISC,1260495,1983,8,8,2,41,38.429999,0.86,24.8472,40.1307,3.3,2.424,0,9.8,7,2.9,0.3
1004752,ISC,1260607,1983,8,8,8,9,37.859999,0.23,24.7879,40.0217,2.382,2.6,90,5,,5.21,0.2
1004753,ISC,1260689,1983,8,8,14,42,56.659999,0.66,24.2816,39.8231,1.651,1.5,90,7.7,5.3,3.45,0.3
1004754,ISC,1260717,1983,8,8,16,59,4.07,1.27,24.833,40.0646,3.505,3.6,90,4.8,10.5,3.32,0.3
1004755,ISC,1260755,1983,8,8,22,6,5.79,1.01,24.516,39.8629,2.541,2.5,90,7.5,8.1,2.9,0.3
1004756,ISC,1260775,1983,8,9,1,7,6.32,1.33,24.8244,40.0694,2.411,2.6,90,3.4,10.7,3.45,0.3
1004757,ISC,1261054,1983,8,11,1,4,36.7,0.18,24.8229,40.0971,1.928,1.9,90,9,,4.88,0.2
1004758,ISC,1261093,1983,8,11,5,26,30.12,0.37,31.2767,35.7216,7.193,7.6,90,33,,4.83,0.3
1004759,ISC,1261296,1983,8,12,13,8,15.699999,0.56,20.0175,39.8259,4.047,3.2,90,8.4,4.1,3.32,0.3
1004760,ISC,1261305,1983,8,12,13,16,51.109999,0.65,19.9387,39.8388,3.233,3.2,90,7.4,4.7,3.45,0.3
1004761,EHB,11268315,1983,8,12,17,17,26.429999,,23.253,38.109,64,43,21,9.5,6.3,4.83,0.3
1004762,ISC,1261393,1983,8,13,4,39,48.35,2.18,24.312,34.2846,6.9,4.685,0,30.7,17.3,4.41,0.2
1004763,ISC,1261424,1983,8,13,14,52,11.41,0.39,23.9315,39.6241,1.564,1.5,90,6.7,3.3,3.32,0.3
1004764,ISC,1261676,1983,8,15,14,43,18.559999,0.87,24.862,40.1071,1.576,1.7,90,11.7,7,3.45,0.3
