eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1010034,ISC,2801402,1998,12,31,17,44,5.139999,0.92,26.4207,38.721,4.14,3.918,90,13.5,7.6,3.04,0.3
1010035,ISC,2893914,1999,1,1,3,19,23.19,1.16,24.032,34.626,8.7,7.033,0,50,11,3.73,0.3
1010036,ISC,2893961,1999,1,1,13,46,24.32,1.12,20.597,39.421,11.77,5.145,0,20,9.1,3.04,0.3
1010037,EHB,9263358,1999,1,1,14,28,33.859999,,25.258,35.006,52,27,20,53,3.5,4.47,0.2
1010038,ISC,2893980,1999,1,1,16,21,33.479999,0.88,29.949,40.671,5.136,5.4,90,3.2,6.4,2.63,0.3
1010039,ISC,2894110,1999,1,3,7,33,32.859999,0.79,22.063,41.845,2.811,3.7,90,0.3,6.8,3.45,0.3
1010040,ISC,2894441,1999,1,7,17,58,34.259999,0.82,21.564,38.787,3.9,2.855,0,5.2,6.5,3.59,0.3
1010041,ISC,2894531,1999,1,8,20,49,16.859999,0.94,27.43,37.767,4.212,4,90,2.2,8.2,3.18,0.3
1010042,ISC,2894603,1999,1,9,20,32,34.399999,2.56,25.608,34.048,6.5,4.782,0,15.2,16.8,3.73,0.3
1010043,ISC,2894642,1999,1,10,8,34,27.75,1.38,26.345,38.671,3.466,3.3,90,9.6,11.1,3.87,0.2
1010044,ISC,2894817,1999,1,12,7,26,10.939999,0.69,20.505,40.025,2.2,2.8,90,11,5.4,3.87,0.3
1010045,ISC,2895052,1999,1,15,6,31,26.5,2.29,25.929,34.189,6.1,3.948,0,7.8,15.3,4.28,0.3
1010046,ISC,2895063,1999,1,15,9,51,30.17,1.04,26.338,34.761,10,5.107,0,71.6,7.4,3.87,0.3
1010047,EHB,9263469,1999,1,15,10,16,41.32,,26.36,34.529,88,40,29,41.8,5.9,4.27,0.2
1010048,ISC,2895291,1999,1,17,21,9,35.509999,0.75,21.652,38.724,3.724,4.6,90,8.8,6.2,3.59,0.3
1010049,ISC,2895409,1999,1,19,7,48,35,0.49,25.925,34.243,5.4,3.854,0,87.4,7.7,3.73,0.3
1010050,EHB,9263516,1999,1,19,10,55,36.329999,,24.234,34.95,140,91,16,57.7,,4.61,0.2
1010051,ISC,2895446,1999,1,19,16,17,35.969999,1.31,24.346,34.94,12.77,9.554,0,77.3,10.5,3.32,0.3
1010052,EHB,9263525,1999,1,20,2,45,22.5,,27.82,35.255,68,38,29,35.3,5.5,4.28,0.3
1010053,ISC,2895488,1999,1,20,3,57,23.329999,0.78,27.845,35.388,8.054,8.8,90,36,,3.32,0.3
1010054,ISC,2895749,1999,1,22,19,14,46.009999,0.24,24.192,34.56,3.9,2.377,0,10,,4.28,0.3
1010055,ISC,2895776,1999,1,23,5,37,10.919999,1.41,28.664,36.351,5.632,6.3,90,5.8,10.8,3.59,0.3
1010056,ISC,2895827,1999,1,23,19,41,44.539999,0.47,27.48,37.782,5.2,4.8,90,5,,3.32,0.3
1010057,ISC,2895888,1999,1,24,10,17,31.94,1.08,20.291,38.031,4.197,4.9,90,9.1,8.1,3.73,0.3
1010058,ISC,2895953,1999,1,24,23,58,18.75,1.05,20.27,38.063,3.234,4.1,90,7.3,7.8,3.32,0.3
1010059,EHB,9263584,1999,1,25,14,40,27.859999,,25.655,34.111,46,24,17,30.2,4.3,5.14,0.2
1010060,ISC,2896010,1999,1,25,14,47,58.5,0.88,25.978,34.338,11.09,11.21,90,33,,3.32,0.3
1010061,ISC,2896049,1999,1,26,0,12,14.64,0.7,21.652,38.756,2.683,3.3,90,7.4,5.5,3.59,0.3
1010062,ISC,2896236,1999,1,28,5,29,51.59,1.24,25.613,34.401,17.4,12.1,90,33,,2.9,0.3
1010063,ISC,2896251,1999,1,28,10,48,43.7,1.36,25.981,34.045,10.03,8.9,90,42.9,14.8,3.45,0.3
1010064,EHB,9263616,1999,1,28,19,0,7.929999,,25.695,34.128,58,29,22,7.3,9.4,4.56,0.3
1010065,ISC,2896278,1999,1,28,19,16,8.949999,0.96,25.721,34.338,13.2,11.65,90,33,,3.04,0.3
1010066,ISC,2896377,1999,1,29,22,18,35.95,1.63,25.87,34.359,19.43,9.255,0,5,,3.45,0.3
1010067,EHB,9263654,1999,1,31,12,16,13.98,,22.041,38.364,61,51,21,5.9,8,4.68,0.2
1010068,ISC,2896540,1999,1,31,16,28,26.129999,1.05,22.02,38.134,5.151,4.3,90,1.6,8.2,3.04,0.3
1010069,ISC,2896562,1999,1,31,21,0,46.89,0.85,25.741,34.088,10.66,9.4,90,5,,4.81,0.2
1010070,ISC,2982545,1999,2,1,4,1,47.84,1.75,25.417,34.555,16.98,8.136,0,5,,3.18,0.3
1010071,ISC,2982653,1999,2,2,3,4,19.359999,0.54,22.113,38.374,6.527,4,90,11,,2.76,0.3
1010072,ISC,2982654,1999,2,2,3,34,34.799999,0.51,20.472,41.335,5.918,4.9,90,3.7,,2.9,0.3
1010073,ISC,2982695,1999,2,2,14,8,0.59,1.03,21.899,38.364,5.3,4.1,90,0.4,8,3.32,0.3
1010074,ISC,2982697,1999,2,2,14,27,50.729999,0.89,21.76,38.349,2.699,3.3,90,9.8,6.2,5.08,0.2
1010075,ISC,2982762,1999,2,3,11,49,59.67,0.74,25.389,34.005,11.78,8.1,90,10,,3.6,0.2
1010076,ISC,2982784,1999,2,3,16,9,5.83,3.41,25.529,33.81,8.7,5.165,0,3.1,21.4,4.47,0.2
1010077,ISC,2982907,1999,2,4,21,49,49.799999,1.79,25.499,34.233,9.8,6.699,0,19.5,12.8,4.47,0.2
1010078,ISC,2982966,1999,2,5,14,1,49.03,1.58,30.652,38.507,6.341,5.3,90,2.6,11.6,3.04,0.3
1010079,ISC,2983009,1999,2,6,3,49,56.399999,0.36,20.817,37.38,3.264,3.7,90,5,,3.59,0.3
1010080,ISC,2983058,1999,2,6,22,18,59.219999,1.16,21.635,36.822,6,4.176,0,10,8.5,3.87,0.3
1010081,ISC,2983102,1999,2,7,6,49,4.719999,0.94,26.965,35.492,9.5,4.88,0,22.8,7.4,2.76,0.3
1010082,EHB,9263744,1999,2,7,22,28,37.719999,,23.21,38.973,39,25,19,16.8,3.5,4.94,0.2
1010083,ISC,2983167,1999,2,7,23,38,10.57,0.56,23.228,39.011,3.623,3.1,90,21,5.8,3.18,0.3
1010084,ISC,2983174,1999,2,8,0,50,58.539999,1.08,23.291,39.028,4.743,3.2,90,5.2,8.3,3.04,0.3
1010085,ISC,2983175,1999,2,8,0,57,43.99,0.97,23.27,38.984,4.832,3.2,90,10.3,7.9,2.9,0.3
1010086,ISC,2983339,1999,2,9,16,34,2.87,0.4,20.574,38.828,3.372,3.6,90,5,,4.14,0.2
1010087,ISC,2983425,1999,2,10,12,2,13.81,0.51,26.4,34.872,7.2,5.646,0,55.8,8.5,3.32,0.3
1010088,ISC,2983492,1999,2,11,6,53,42.329999,0.82,20.574,38.862,3.284,4,90,6.7,6.3,3.59,0.3
1010089,ISC,2984171,1999,2,18,16,49,47.939999,0.92,25.55,34.14,7.809,8.5,90,5,,3.18,0.3
1010090,ISC,2984199,1999,2,19,0,19,18.809999,0.3,20.752,39.337,3.2,2.404,0,49.3,5,3.73,0.3
1010091,ISC,2984203,1999,2,19,1,1,54.609999,0.74,21.087,37.231,4.3,3.093,0,29,6.4,5.01,0.2
1010092,ISC,2984206,1999,2,19,1,27,1.139999,0.74,21.097,37.26,4.7,3.269,0,26.6,6.2,4.47,0.2
1010093,ISC,2984316,1999,2,20,8,54,11.32,0.69,24.77,34.626,7.3,4.11,0,5,,3.73,0.3
1010094,ISC,2984333,1999,2,20,14,26,28.64,1.06,23.298,35.079,9.7,6.813,0,69.8,6.6,4.01,0.3
1010095,ISC,2984356,1999,2,20,20,2,47.53,0.96,24.691,34.487,9.1,5.9,0,5,,3.73,0.3
1010096,EHB,9263880,1999,2,21,0,13,23.039999,,21.163,37.242,85,56,25,48.9,5.8,4.61,0.2
1010097,EHB,9263887,1999,2,21,17,47,58.939999,,31.015,36.591,55,30,42,80.4,3.7,3.87,0.3
1010098,EHB,9263892,1999,2,22,4,54,11.58,,25.725,34.21,63,38,23,15.5,7.4,4.61,0.2
1010099,ISC,2984508,1999,2,22,12,36,10.419999,1.06,26.278,34.802,10.77,6.198,0,5,,3.45,0.3
1010100,ISC,2984594,1999,2,23,9,45,36.549999,2.33,23.117,35.707,21.1,10,0,93.5,10.6,3.45,0.3
1010101,EHB,9263928,1999,2,24,16,9,5.2,,23.294,36.037,45,28,31,32.4,3.5,4.47,0.2
1010102,ISC,2984733,1999,2,24,22,47,29.329999,0.62,25.329,35.375,5.973,7.3,90,67.2,8.2,3.04,0.3
1010103,ISC,2984793,1999,2,25,15,15,39.579999,1.42,26.979,38.885,19.18,7.3,90,6,,2.63,0.3
1010104,ISC,2984882,1999,2,26,8,28,57.99,0.7,21.147,38.895,2.937,3.2,90,3.5,6.3,3.59,0.3
1010105,ISC,2984883,1999,2,26,8,30,10.8,0.62,20.98,38.929,4.663,4.6,90,23.9,6.2,3.73,0.3
1010106,EHB,9263954,1999,2,26,13,14,41.45,,21.145,37.241,84,55,26,46.4,6,4.68,0.2
1010107,ISC,2984912,1999,2,26,13,35,20.37,1.85,27.913,35.338,12.43,7.516,0,23.8,15.6,4.27,0.2
1010108,EHB,9263969,1999,2,27,19,10,25.059999,,26.933,35.492,46,25,21,59.6,3.2,4.61,0.2
1010109,ISC,2985030,1999,2,27,23,50,11.349999,0.53,26.318,34.691,5.8,4.198,0,37.2,6.5,3.45,0.3
1010110,ISC,2985045,1999,2,28,3,14,15.419999,0.9,25.95,40.41,2.789,3.2,90,9.8,7.5,2.76,0.3
1010111,ISC,2985101,1999,2,28,18,9,12.48,0.81,25.779,34.163,11.02,8,90,5,,3.45,0.3
1010112,ISC,2985109,1999,2,28,20,51,59.85,0.53,31.74,35.171,7.44,6.8,90,56.6,9.7,3.73,0.3
1010113,ISC,2992088,1999,3,1,3,28,32.45,1.47,26.351,34.771,9.8,6.474,0,16.4,10.7,3.59,0.3
1010114,EHB,9264008,1999,3,3,4,28,52.67,,27.074,37.312,47,34,24,2.9,,4.47,0.2
1010115,ISC,2992579,1999,3,6,1,26,11.89,0.57,21.943,38.059,5.506,6,90,72.6,7.3,3.32,0.3
1010116,ISC,2992705,1999,3,7,11,56,30.75,0.9,26.09,34.065,8.7,4.782,0,38.2,7.8,3.59,0.3
1010117,EHB,9264083,1999,3,8,5,10,19.489999,,21.809,37.567,58,37,19,46,4.6,4.34,0.2
1010118,ISC,2992789,1999,3,8,8,59,42.009999,0.85,21.8,37.751,3,3.3,90,9.1,6.2,3.87,0.3
1010119,ISC,2992857,1999,3,8,20,6,2.33,1.37,26.242,34.08,10.21,7.079,0,19.3,10.3,3.87,0.3
1010120,ISC,2992876,1999,3,8,22,54,12.519999,3.85,24.889,34.641,31.3,9,0,18.4,20.4,3.04,0.3
1010121,ISC,2992891,1999,3,9,3,41,4.759999,0.94,20.791,39.181,5.5,3.786,0,5.8,6.3,3.32,0.3
1010122,ISC,2992899,1999,3,9,5,23,2.68,0.68,20.84,39.163,3.357,4.1,90,29,7.1,3.18,0.3
1010123,ISC,2992933,1999,3,9,14,11,17.489999,0.9,22.29,36.07,9.152,10.21,90,62.5,9.7,3.32,0.3
1010124,ISC,2992945,1999,3,9,17,22,41.77,3.48,25.978,34.129,14.61,14.1,90,1.3,18.7,3.18,0.3
1010125,ISC,2992966,1999,3,9,20,46,42.6,0.96,25.594,34.138,8.544,8.9,90,5,,3.32,0.3
1010126,ISC,2992994,1999,3,10,4,2,15.32,1.91,28.707,34.429,5.493,5.3,90,19.7,18.4,3.59,0.3
1010127,EHB,9264118,1999,3,10,20,33,53.299999,,21.79,37.53,64,45,18,44.8,5.5,4.27,0.2
1010128,ISC,2993214,1999,3,12,3,59,38.789999,0.52,26.893,35.808,6,3.871,0,5,,3.32,0.3
1010129,ISC,2993278,1999,3,12,19,50,34.67,0.45,21.245,37.186,4.7,2.83,0,54.7,4.7,4.01,0.3
1010130,ISC,2993298,1999,3,12,23,11,41.17,0.27,27.091,36.686,4.8,2.67,0,150.3,3.5,3.73,0.3
1010131,ISC,2993463,1999,3,14,13,25,10.619999,0.45,20.744,37.437,4.2,2.997,0,50.6,4.8,4.41,0.2
1010132,EHB,9264170,1999,3,14,15,21,19.98,,20.935,37.423,86,56,18,35.3,6.6,4.21,0.2
1010133,ISC,2993531,1999,3,15,10,2,50.49,1,22.924,36.188,9.1,5.465,0,18.6,6.8,3.59,0.3
1010134,ISC,2993586,1999,3,16,0,0,39.719999,1.68,22.685,35.158,16.43,8,0,62.8,11.6,3.32,0.3
1010135,ISC,2993613,1999,3,16,6,52,13.4,0.44,25.727,34.153,5.42,6.2,90,5,,3.45,0.3
1010136,ISC,2993820,1999,3,18,15,15,13.019999,0.77,20.709,37.375,5.9,6.5,90,5,,3.45,0.3
1010137,ISC,2993858,1999,3,18,23,24,33.009999,0.91,25.693,36.593,9.536,9.7,90,3,,3.04,0.3
1010138,ISC,2993916,1999,3,19,15,24,44.159999,1.06,21.357,36.426,10.1,8.038,0,36,,3.73,0.3
1010139,EHB,9264236,1999,3,20,5,17,19.87,,20.827,37.367,95,63,29,50.2,6.8,4.47,0.2
1010140,ISC,2994064,1999,3,21,12,22,0.11,0.78,20.718,37.314,4.326,4.8,90,29,7.2,4.27,0.2
1010141,ISC,2994172,1999,3,22,9,21,48.359999,1.82,21.5,36.937,10.82,8.3,90,10.3,9.5,3.45,0.3
1010142,ISC,2994247,1999,3,23,2,37,11.82,1.81,25.377,34.7,16.43,9.491,0,5,,3.45,0.3
1010143,ISC,2994458,1999,3,25,9,13,17.309999,0.83,20.579,38.994,2.674,3.3,90,7.2,6.4,3.59,0.3
1010144,ISC,2994499,1999,3,25,16,37,5.82,0.32,31.18,37.01,5.8,4.3,90,131.2,5.7,3.45,0.3
1010145,ISC,2994560,1999,3,26,9,18,53.45,0.67,27.868,37.085,3.719,3.3,90,30.1,6.6,3.73,0.3
1010146,ISC,2994716,1999,3,27,23,10,9.49,0.99,28.689,37.973,3.588,4.4,90,4.1,8,3.18,0.3
1010147,ISC,2994719,1999,3,28,0,18,25.94,1.52,25.949,33.885,9.8,6.358,0,18.5,11,3.45,0.3
1010148,ISC,2994773,1999,3,28,10,46,27.03,0.75,19.979,37.583,4,3.079,0,20.6,6.1,4.47,0.2
1010149,ISC,2994779,1999,3,28,12,50,52.17,1.2,20.224,38.09,6.2,4.455,0,2.8,8.7,3.32,0.3
1010150,EHB,9264346,1999,3,28,16,19,57.149999,,25.653,34.146,39,21,22,8.9,2.5,5.28,0.2
1010151,ISC,2994795,1999,3,28,16,24,30.179999,1.73,25.78,34.496,15.43,8.599,0,31.1,9.2,4.94,0.2
1010152,ISC,2994797,1999,3,28,16,36,51.299999,2.29,26.02,34.345,18.98,14.57,0,20.1,15.7,3.18,0.3
1010153,ISC,2994836,1999,3,28,22,39,41.32,0.59,20.547,39.349,5.7,3.262,0,17.1,7.2,3.04,0.3
1010154,ISC,2994852,1999,3,29,1,14,26.6,0.48,25.731,34.227,6.8,4.864,0,10,,4.01,0.3
1010155,ISC,2994862,1999,3,29,2,57,28.92,1.43,25.331,34.035,17.09,7.175,0,10,,3.59,0.3
1010156,EHB,9264357,1999,3,29,4,5,7.809999,,28.793,37.122,58,38,21,21.9,7.8,4.88,0.2
1010157,EHB,9264377,1999,3,31,0,0,21.96,,20.902,39.577,69,43,22,25,,4.01,0.3
1010158,EHB,9264383,1999,3,31,8,46,16.019999,,20.847,38.011,62,43,20,26.3,8.7,4.47,0.2
1010159,ISC,2995106,1999,3,31,19,26,58.899999,1.16,25.927,34.119,14.98,8.362,0,5,,3.45,0.3
1010160,ISC,3011580,1999,4,4,2,44,57.159999,1.25,26.074,34.16,17.73,11.32,90,10,,3.32,0.3
1010161,ISC,3011607,1999,4,4,8,1,19.839999,0.34,22.101,38.936,3.367,3.2,90,5,,2.63,0.3
1010162,ISC,3011621,1999,4,4,11,40,39.289999,0.55,31.001,35.769,9.006,8.3,90,74.3,10.3,2.9,0.3
1010163,ISC,3011637,1999,4,4,15,31,38.189999,3.86,31.218,36.204,9.763,10.77,90,26.5,42.5,2.9,0.3
1010164,ISC,3011639,1999,4,4,15,41,10.21,3.95,20.041,36.762,29.41,21.52,0,5,,2.63,0.3
1010165,EHB,9264467,1999,4,6,12,32,34.429999,,20.843,37.439,71,49,24,50.1,5.1,4.54,0.2
1010166,ISC,3011905,1999,4,7,1,1,53.63,1.36,21.131,37.563,3.696,4.7,90,7.1,9.5,3.87,0.2
1010167,ISC,3011995,1999,4,8,0,13,9.929999,0.24,26.678,36.485,4.6,2.856,0,154.8,3.3,4.01,0.3
1010168,ISC,3012306,1999,4,11,7,14,46.42,0.84,24.445,35.756,10.99,6.666,0,101.4,7.9,3.32,0.3
1010169,ISC,3012438,1999,4,12,17,16,27.85,0.51,21.461,40.424,2.45,2.8,90,11,4.3,3.45,0.3
1010170,ISC,3012589,1999,4,14,5,19,35.38,0.77,21.14,37.554,4.312,4.4,90,23.1,7.6,3.59,0.3
1010171,ISC,3012599,1999,4,14,6,39,49.939999,0.74,21.562,38.777,3.548,4.3,90,3.3,5.9,3.45,0.3
1010172,ISC,3012629,1999,4,14,12,43,35.63,0.35,22.245,37.755,3.072,3.9,90,97.7,4.4,3.32,0.3
1010173,ISC,3012824,1999,4,16,13,52,45.21,0.39,28.738,36.386,4.2,4.3,90,48.6,8.6,3.32,0.3
1010174,ISC,3012844,1999,4,16,18,52,3.919999,3.03,25.182,34.276,17.43,14.76,90,97.2,30.7,3.04,0.3
1010175,ISC,3012871,1999,4,17,2,50,33.77,1.33,21.007,37.67,11.6,8.2,90,5,,4.14,0.3
1010176,EHB,9264598,1999,4,17,5,52,30.05,,21.777,36.057,70,49,21,53.9,4.3,4.68,0.2
1010177,EHB,9264602,1999,4,17,8,17,59.659999,,21.767,36.014,54,31,15,35.7,3.5,5.37,0
1010178,ISC,3012906,1999,4,17,8,39,41.479999,0.85,22.22,36.081,12.65,14.87,90,100,,3.32,0.3
1010179,EHB,9264603,1999,4,17,8,50,36.03,,21.816,36.028,84,74,48,53.1,4.2,3.73,0.3
1010180,ISC,3012909,1999,4,17,9,0,37.289999,0.98,21.493,35.917,8.54,9.1,90,5,,3.18,0.3
1010181,ISC,3012915,1999,4,17,9,42,5.759999,0.99,21.734,35.91,8.001,8.1,90,5,,4.34,0.2
1010182,EHB,9264610,1999,4,17,22,3,25.89,,21.706,36.01,100,74,7,51,8,4.01,0.2
1010183,ISC,3012977,1999,4,17,23,53,1.26,0.76,21.517,36.169,7,5.018,0,53.9,7.5,3.45,0.3
1010184,ISC,3012980,1999,4,18,2,0,28.69,1.09,21.921,36.066,9.511,10.43,90,77.8,8.8,4.14,0.3
1010185,EHB,9264615,1999,4,18,5,55,0.47,,21.721,36.044,55,32,21,37,3.8,4.54,0.2
1010186,ISC,3013002,1999,4,18,9,8,29.6,0.92,21.565,35.98,8.623,8,90,5,,3.32,0.3
1010187,ISC,3013013,1999,4,18,12,50,2.96,0.86,23.171,39.003,3.882,3.3,90,3.7,6.9,3.74,0.2
1010188,ISC,3013043,1999,4,18,23,29,15.25,0.82,21.725,36.116,6.8,4.932,0,57.2,6.6,3.87,0.2
1010189,ISC,3013062,1999,4,19,5,37,51.479999,0.95,23.226,39.06,2.758,3,90,7.7,6.7,3.87,0.2
1010190,ISC,3013146,1999,4,20,7,13,31.71,0.34,23.198,39.063,3.878,3.1,90,10,,3.67,0.2
1010191,EHB,9264635,1999,4,20,16,1,13.099999,,23.995,39.497,42,30,6,2.6,6.3,4.81,0.2
1010192,EHB,9264648,1999,4,22,12,26,14.369999,,22.183,38.338,45,37,20,9.3,7.6,4.47,0.2
1010193,ISC,3013436,1999,4,23,10,25,56.179999,1.02,26.136,35.455,12.99,5.335,0,47,13.6,3.04,0.3
1010194,EHB,9264662,1999,4,23,18,19,49.13,,31.168,36.162,43,23,28,61.6,3.2,4.56,0.3
1010195,ISC,3013497,1999,4,23,22,12,33.14,0.73,21.605,35.92,6.8,3.776,0,51.7,6.6,3.45,0.3
1010196,ISC,3013507,1999,4,24,2,4,13.05,0.41,20.998,37.363,4,2.647,0,55.3,5,4.61,0.2
1010197,ISC,3013520,1999,4,24,7,23,18.329999,0.47,19.527,41.53,2.077,2.6,90,13.6,3.9,3.73,0.3
1010198,ISC,3013636,1999,4,25,14,40,32.03,1.39,24.528,35.328,15.21,7.154,0,21,,2.9,0.3
1010199,ISC,3013671,1999,4,26,1,13,24.769999,0.65,21.919,41.91,2.23,3,90,0.8,5.4,2.9,0.3
1010200,EHB,9264686,1999,4,26,1,50,46.34,,25.339,34.45,64,32,28,37.9,4.9,4.27,0.2
1010201,ISC,3013709,1999,4,26,10,29,52.46,0.46,21.042,37.136,4.6,3.363,0,5,,3.73,0.3
1010202,ISC,3013728,1999,4,26,15,1,57.24,0.69,21.737,38.822,5.189,4.8,90,6.4,7.1,3.18,0.3
1010203,ISC,3013854,1999,4,27,20,27,13.119999,1.57,19.902,38.582,4,3,0,7,12.3,3.04,0.3
1010204,ISC,3013872,1999,4,28,0,35,5.98,7.27,25.781,34.89,99.9,64.55,0,33,,3.18,0.3
1010205,EHB,9264713,1999,4,29,10,29,23.629999,,20.393,37.393,56,41,17,41.3,4.6,5.01,0.2
1010206,ISC,3047154,1999,5,1,14,38,24.66,0.39,31.782,36.721,4.538,4.3,90,40.4,5.8,4.21,0.2
1010207,ISC,3047443,1999,5,4,19,27,42.28,1.05,25.457,36.511,4.3,3.123,0,9.5,7.2,3.74,0.2
1010208,ISC,3047451,1999,5,4,22,13,55.299999,1.04,20.361,38.244,4.62,5,90,10.3,7.3,3.18,0.3
1010209,ISC,3047602,1999,5,6,21,0,10.23,6.87,23.365,34.472,57.28,57.05,90,58,,2.63,0.3
1010210,ISC,3047640,1999,5,7,7,10,28.05,9.98,25.923,34.049,28.88,25.2,90,3,51.2,3.45,0.3
1010211,ISC,3047712,1999,5,7,23,3,54.14,0.75,21.632,39.055,3.2,2.155,0,10.4,5.8,4.34,0.2
1010212,ISC,3047734,1999,5,8,5,6,57.6,0.41,21.636,39.074,4.1,2.5,0,36.8,5.6,4.47,0.2
1010213,ISC,3047744,1999,5,8,6,33,43.729999,0.63,21.668,39.009,2.674,3.2,90,10.4,5,3.73,0.3
1010214,EHB,9264827,1999,5,8,7,21,29.1,,20.693,40.195,41,33,27,1.7,5,4.54,0.2
1010215,ISC,3047802,1999,5,8,21,17,39.609999,1.3,23.024,34.425,9.3,5.036,0,33.7,10.3,3.73,0.3
1010216,ISC,3048083,1999,5,11,18,25,36.259999,0.7,25.52,34.082,8.2,5.332,0,5,,3.87,0.3
1010217,ISC,3048090,1999,5,11,19,48,23.1,0.56,21.328,36.773,5.5,3.556,0,55.2,5.6,3.73,0.3
1010218,ISC,3048221,1999,5,13,8,42,27.64,0.39,27.932,36.438,7.1,4.733,0,111.9,5.9,3.45,0.3
1010219,ISC,3048225,1999,5,13,11,56,35.35,0.75,22.379,37.918,3.853,3.4,90,7.7,5.6,3.59,0.3
1010220,ISC,3048242,1999,5,13,15,5,21.39,0.62,21.474,36.736,6.1,4.181,0,53.8,6.1,4.27,0.2
1010221,ISC,3048439,1999,5,15,14,0,27.41,0.88,25.89,33.706,13.39,12.65,90,33,,2.76,0.3
1010222,ISC,3048545,1999,5,16,12,13,18.57,0.99,20.248,39.09,3.532,4.3,90,1.8,7.7,3.32,0.3
1010223,ISC,3049007,1999,5,21,0,56,30.809999,0.46,21.963,38.339,5.311,3.9,90,5,,3.32,0.3
1010224,ISC,3049425,1999,5,25,6,13,8.279999,0.81,21.5,38.832,3.113,4,90,12,6.5,4.01,0.2
1010225,ISC,3049535,1999,5,26,5,31,1.33,0.64,21.621,39.017,3.364,3.9,90,3.6,6.4,3.45,0.3
1010226,ISC,3049563,1999,5,26,12,43,5.73,0.22,28.451,35.782,2.9,2.071,0,67.9,3.4,4.14,0.3
1010227,ISC,3049800,1999,5,29,9,49,41.759999,0.56,19.891,41.444,3.2,3.7,90,6.2,5.3,2.9,0.3
1010228,ISC,3049977,1999,5,31,10,23,33.009999,0.55,31.527,35.838,6.479,7.3,90,10,,3.87,0.3
1010229,ISC,3094263,1999,6,4,10,30,37.469999,0.54,31.726,36.716,7.296,7,90,36.3,9.9,3.73,0.3
1010230,EHB,9265138,1999,6,5,6,19,21.699999,,22.43,38.367,43,32,9,27.9,5.5,4.47,0.2
1010231,ISC,3094490,1999,6,6,13,42,6.299999,7.37,26.698,33.61,48.62,19.6,0,28.3,25.5,3.59,0.3
1010232,EHB,9265163,1999,6,7,23,55,18.589999,,21.088,37.392,61,41,17,41.5,5.2,4.94,0.2
1010233,ISC,3094683,1999,6,8,12,4,59.369999,0.52,21.451,36.782,4.7,3.2,0,54.9,6.2,4.14,0.3
1010234,ISC,3094713,1999,6,8,21,38,56.09,0.45,19.598,40.46,2.8,1.942,0,20.3,4.9,3.87,0.3
1010235,EHB,9265202,1999,6,11,7,50,15.31,,21.3,37.634,42,25,14,48.9,2.8,5.25,0
1010236,ISC,3094995,1999,6,12,4,12,18.82,0.48,22.649,35.145,3.994,4.8,90,5,,3.87,0.2
1010237,ISC,3095032,1999,6,12,15,20,2.99,0.78,21.548,36.03,6.104,7.4,90,5,,3.04,0.3
1010238,EHB,9265216,1999,6,12,17,20,36.579999,,25.52,36.517,52,29,19,7.6,8.3,4.54,0.2
1010239,ISC,3095044,1999,6,12,17,50,35.009999,0.52,25.32,36.537,6,4.192,0,5,,3.04,0.3
1010240,ISC,3095074,1999,6,13,1,34,47.859999,0.61,20.879,37.727,6.7,4.741,0,5,,2.76,0.3
1010241,ISC,3095104,1999,6,13,11,9,12.199999,0.34,20.3,38.098,3.8,2.446,0,5,,4.14,0.2
1010242,ISC,3095137,1999,6,13,17,26,31.629999,2,27.143,36.136,5,3.765,0,9.8,15,3.59,0.3
1010243,ISC,3095489,1999,6,17,4,24,11.32,0.85,28.448,38.545,3.386,3.2,90,7.7,6.4,4.47,0.2
1010244,ISC,3095577,1999,6,18,2,31,6.969999,1.61,25.156,34.115,6.617,7.9,90,18.7,13.7,3.32,0.3
1010245,ISC,3095795,1999,6,20,8,1,8.269999,0.77,27.507,36.112,4.3,3.139,0,21.8,7.8,3.32,0.3
1010246,ISC,3095941,1999,6,22,1,59,46.159999,0.55,29.401,37.04,5.405,5.5,90,10,,3.04,0.3
1010247,ISC,3095949,1999,6,22,3,48,5.349999,4.28,22.39,35.979,14.91,17.09,90,3.3,27.2,3.45,0.3
1010248,EHB,9265347,1999,6,25,7,42,17.32,,22.904,38.266,57,50,35,36.4,5.5,4.41,0.2
1010249,ISC,3096392,1999,6,27,8,43,1.72,0.2,20.008,41.288,2.085,2.4,90,9.7,,3.87,0.2
1010250,ISC,3096453,1999,6,28,0,16,49.84,0.32,26.553,38.211,3.14,3.1,90,5,,4.27,0.2
1010251,ISC,3096455,1999,6,28,1,9,18.3,0.87,25.467,36.492,11.96,10.99,90,125.4,9.2,3.32,0.3
1010252,ISC,3096551,1999,6,29,0,54,37.82,0.95,30.892,37.714,3.161,3.2,90,6.2,6.7,5.55,0.2
1010253,EHB,9265391,1999,6,29,15,10,3.069999,,22.131,38.445,54,39,14,27,6.4,4.94,0.2
1010254,ISC,3111089,1999,7,1,19,52,13.699999,0.37,31.151,36.093,4.036,4.3,90,36,7.3,3.45,0.3
1010255,ISC,3111284,1999,7,3,14,26,17.28,0.43,26.656,34.909,5.7,3.5,0,6,,3.87,0.3
1010256,ISC,3111664,1999,7,7,13,32,32.549999,0.78,25.887,35.456,8.2,5.335,0,5,,3.87,0.3
